ad_id,text,text_detected_entities,text_start,text_end,field,CAND,TONE,CAND_name,chunk1,chunk2
CR13661494647279583233,$T$ FOR CONGRESS,WMPID1182,0,14,advertiser_name,862,1,Mikie Sherrill,"", FOR CONGRESS
CR13767676271880306689,$T$ FOR CONGRESS,WMPID1131,0,7,advertiser_name,132,1,Brett Guthrie,"", FOR CONGRESS
CR13796336073250439169,$T$ FOR CONGRESS,WMPID3178,0,6,advertiser_name,78,1,April Becker,"", FOR CONGRESS
CR13826232687762866177,$T$ FOR CONGRESS,WMPID822,0,8,advertiser_name,429,1,Hakeem Jeffries,"", FOR CONGRESS
CR14010007672569462785,"$T$ FOR CONGRESS, INC.",WMPID271,0,9,advertiser_name,51,1,Andy Barr,""," FOR CONGRESS, INC."
CR14037552981465890817,$T$ FOR SENATE,WMPID1321,0,11,advertiser_name,1333,1,Marco Rubio,"", FOR SENATE
CR14118057573584207873,$T$ FOR CONGRESS,WMPID1223,0,10,advertiser_name,1085,1,Susan Wild,"", FOR CONGRESS
CR14219743776175292417,$T$ for US Congress,WMPID1677,0,13,advertiser_name,927,1,Penny Ronning,"", for US Congress
CR14221836971436670977,$T$ FOR KANSAS,WMPID1352,0,5,advertiser_name,1283,1,Jerry Moran,"", FOR KANSAS
CR14228397688600133633,$T$ FOR CONGRESS,WMPID1179,0,8,advertiser_name,54,1,Andy Kim,"", FOR CONGRESS
CR14448423984091365377,$T$ FOR MONTANA,WMPID2524,0,13,advertiser_name,868,1,Monica Tranel,"", FOR MONTANA
CR14609931590692765697,$T$ FOR CONGRESS,WMPID2343,0,15,advertiser_name,144,1,Bridget Fleming,"", FOR CONGRESS
CR14685049331749224449,YOUNG $T$ FOR CONGRESS,WMPID1067,6,9,advertiser_name,1187,1,Young Kim,YOUNG , FOR CONGRESS
CR14739271747672997889,BUDDY $T$ FOR CONGRESS,WMPID882,6,12,advertiser_name,152,1,Buddy Carter,BUDDY , FOR CONGRESS
CR14984710024624865281,$T$ FOR CONGRESS,WMPID3178,0,6,advertiser_name,78,1,April Becker,"", FOR CONGRESS
CR15044590733543604225,$T$ for Congress,WMPID4128,0,13,advertiser_name,209,1,Chuck Edwards,"", for Congress
CR15120849561511264257,$T$ FOR CONGRESS,WMPID1240,0,12,advertiser_name,243,1,Dan Crenshaw,"", FOR CONGRESS
CR15150969583042560001,$T$ FOR CONGRESS,WMPID1078,0,10,advertiser_name,500,1,Jason Crow,"", FOR CONGRESS
CR15200008901152997377,$T$ for Congress,WMPID4441,0,11,advertiser_name,1138,1,Tony Vargas,"", for Congress
CR15801097064651161601,$T$ FOR CONGRESS,WMPID3071,0,9,advertiser_name,1052,1,Seth Magaziner,"", FOR CONGRESS
CR16009372054742630401,$T$ FOR CONGRESS,WMPID2153,0,12,advertiser_name,352,1,Emilia Sykes,"", FOR CONGRESS
CR16051829352651816961,"$T$ for Iowa, Inc",WMPID2549,0,15,advertiser_name,1350,1,Michael Franken,""," for Iowa, Inc"
CR16055979802888241153,$T$ for Congress Committee,WMPID1115,0,11,advertiser_name,106,1,Bill Foster,"", for Congress Committee
CR16180874634357374977,CORI $T$ FOR CONGRESS,WMPID1159,5,9,advertiser_name,230,1,Cori Bush,CORI , FOR CONGRESS
CR16257798666859839489,"$T$ for Iowa, Inc",WMPID2549,0,15,advertiser_name,1350,1,Michael Franken,""," for Iowa, Inc"
CR16281490668537249793,$T$ FOR CONGRESS,WMPID1069,0,12,advertiser_name,647,1,Katie Porter,"", FOR CONGRESS
CR16452619070601166849,$T$ FOR CONGRESS,WMPID1069,0,12,advertiser_name,647,1,Katie Porter,"", FOR CONGRESS
CR16582809699825483777,$T$ for Congress 2012,WMPID777,0,13,advertiser_name,1136,1,Tony Cardenas,"", for Congress 2012
CR16663487465025175553,$T$ FOR CONGRESS,WMPID2537,0,5,advertiser_name,124,1,Brad Pfaff,"", FOR CONGRESS
CR16753201016781930497,$T$ for Colorado,WMPID2090,0,18,advertiser_name,145,1,Brittany Louise Pettersen,"", for Colorado
CR16753970674921373697,$T$ FOR SENATE,WMPID1321,0,11,advertiser_name,1333,1,Marco Rubio,"", FOR SENATE
CR17402639654355730433,$T$ FOR CONGRESS INC.,WMPID571,0,8,advertiser_name,711,1,Lisa Scheller,"", FOR CONGRESS INC.
CR17411861327097364481,$T$ FOR ARIZONA,WMPID867,0,7,advertiser_name,1008,1,Ruben Gallego,"", FOR ARIZONA
CR17499047926255583233,$T$ FOR SENATE,WMPID1321,0,11,advertiser_name,1333,1,Marco Rubio,"", FOR SENATE
CR17500485743867330561,$T$ FOR CONGRESS,WMPID2153,0,12,advertiser_name,352,1,Emilia Sykes,"", FOR CONGRESS
CR17533437282718056449,$T$ FOR CONGRESS,WMPID1003,0,9,advertiser_name,1086,1,Susie Lee,"", FOR CONGRESS
CR17624443035515355137,COMMITTEE TO ELECT $T$,WMPID1147,19,31,advertiser_name,494,1,Jared Golden,COMMITTEE TO ELECT ,""
CR17721761428165099521,$T$ for Colorado,WMPID1305,0,6,advertiser_name,1347,1,Michael Bennet,"", for Colorado
CR18212022599154663425,$T$ FOR CONGRESS,WMPID4126,0,12,advertiser_name,211,1,Cicely Davis,"", FOR CONGRESS
CR18265109563164327937,$T$ FOR CONGRESS,WMPID3923,0,12,advertiser_name,1179,1,Wiley Nickel,"", FOR CONGRESS
CR18425675850373398529,$T$ for Congress,WMPID3560,0,10,advertiser_name,1124,1,Tina Forte,"", for Congress
CR00003949583205924865,Support $T$ for Congress,WMPID271,8,17,ad_title,51,1,Andy Barr,Support , for Congress
CR00060205477165793281,Reject Far-Left $T$,WMPID2065,16,30,ad_title,1295,-1,John Karl Fetterman,Reject Far-Left ,""
CR00114422120653520897,$T$ or Joe O'Dea?,WMPID1305,0,14,ad_title,1347,0,Michael Bennet,"", or Joe O'Dea?
CR00116012083186761729,$T$ for Congress,WMPID363,0,13,ad_title,1152,1,Tyler Kistner,"", for Congress
CR00126482938576502785,$T$: Alaska First,WMPID4308,0,12,ad_title,781,1,Mary Peltola,"",: Alaska First
CR00154092019147341825,$T$ for Congress - Keep Katie in Congress,WMPID1069,0,12,ad_title,647,1,Katie Porter,"", for Congress - Keep Katie in Congress
CR00169207761408622593,What is $T$ hiding?,WMPID3668,8,17,ad_title,290,-1,David Yung Ho Kim,What is , hiding?
CR00180207275732893697,$T$ for Colorado,WMPID1305,0,14,ad_title,1347,1,Michael Bennet,"", for Colorado
CR00203129550551384065,$T$ for Senate - Join Team Herschel Today,WMPID4511,0,6,ad_title,1268,1,Herschel Walker,"", for Senate - Join Team Herschel Today
CR00206218147433283585,$T$,WMPID4019,0,10,ad_title,1324,1,Leora Levy,"",""
CR00222350456913920001,$T$ For Congress,WMPID1196,0,10,ad_title,926,1,Paul Tonko,"", For Congress
CR00233098183075430401,$T$ for Congress,WMPID1069,0,12,ad_title,647,1,Katie Porter,"", for Congress
CR00250711053682343937,$T$,WMPID3923,0,12,ad_title,1179,1,Wiley Nickel,"",""
CR00269791085117571073,$T$:,WMPID1405,0,10,ad_title,1250,-1,Don Bolduc,"",:
CR00297365462352658433,Liberal $T$,WMPID2790,8,19,ad_title,544,-1,Jevin Hodge,Liberal ,""
CR00305889082649608193,$T$ for Congress - Donate $10 or $15 Today,WMPID560,0,14,ad_title,23,1,Alek Skarlatos,"", for Congress - Donate $10 or $15 Today
CR00318136061635067905,$T$ Forgives Student Loans,WMPID1289,0,5,ad_title,1437,1,Joe Biden,"", Forgives Student Loans
CR00339378076527886337,Bennet Votes With $T$ 98%,WMPID1289,18,23,ad_title,1437,-1,Joe Biden,Bennet Votes With , 98%
CR00365104999350403073,Donate Support $T$,WMPID1450,15,26,ad_title,1387,1,Ron Johnson,Donate Support ,""
CR00419722071229071361,$T$ for U.S. Senate - Donate Now,WMPID3297,0,13,ad_title,1224,1,Cheri Beasley,"", for U.S. Senate - Donate Now
CR00422622651622621185,$T$,WMPID2343,0,15,ad_title,144,1,Bridget Fleming,"",""
CR00449833915142635521,$T$ Official Website - This Tossup Decides the Senate,WMPID2987,0,11,ad_title,1197,1,Adam Laxalt,"", Official Website - This Tossup Decides the Senate
CR00506031053949894657,$T$ for Congress,WMPID444,0,8,ad_title,1130,1,Tom Kean,"", for Congress
CR00519705611345068033,$T$ for Congress - Donate $10 or $15 Today,WMPID1006,0,10,ad_title,554,1,Jim Jordan,"", for Congress - Donate $10 or $15 Today
CR00524327271033470977,Donate to $T$ Now - Important Deadline,WMPID4511,10,25,ad_title,1268,1,Herschel Walker,Donate to , Now - Important Deadline
CR00597336148787855361,$T$ for Congress - Chip in $10 or $20 Today,WMPID1668,0,12,ad_title,402,1,George Logan,"", for Congress - Chip in $10 or $20 Today
CR00636816862562222081,Elect $T$,WMPID68,6,19,ad_title,208,1,Christy Smith,Elect ,""
CR00641353653696856065,$T$ for Congress - Support Andy Barr for Congress,WMPID271,0,9,ad_title,51,1,Andy Barr,"", for Congress - Support Andy Barr for Congress
CR00641353653696856065,Andy Barr for Congress - Support $T$ for Congress,WMPID271,33,42,ad_title,51,1,Andy Barr,Andy Barr for Congress - Support , for Congress
CR00653657876006436865,$T$ For Congress - Defend Our Southern Border,WMPID1184,0,14,ad_title,1192,1,Yvette Herrell,"", For Congress - Defend Our Southern Border
CR00722187343389261825,Vote $T$ for Congress,WMPID4570,5,16,ad_title,846,1,Mike France,Vote , for Congress
CR00735441956062101505,Reject $T$ For Congress,WMPID2537,7,17,ad_title,124,-1,Brad Pfaff,Reject , For Congress
CR00771938045522870273,$T$ for Congress,WMPID897,0,9,ad_title,1128,1,Tom Emmer,"", for Congress
CR00817025787562557441,$T$ for Congress,WMPID803,0,6,ad_title,1112,1,Thomas Massie,"", for Congress
CR00861735984797057025,Vote For $T$ Today,WMPID3907,9,22,ad_title,1208,1,Blake Masters,Vote For , Today
CR00879987671659708417,$T$ For Colorado - Cutting Taxes For Colorado,WMPID1305,0,14,ad_title,1347,1,Michael Bennet,"", For Colorado - Cutting Taxes For Colorado
CR00880170602906779649,$T$ for Kentucky - Donate to support our movement,WMPID2244,0,14,ad_title,1222,1,Charles Booker,"", for Kentucky - Donate to support our movement
CR00930373273038880769,$T$ for Congress,WMPID1629,0,10,ad_title,617,1,Josh Riley,"", for Congress
CR00932765810340921345,Learn More About $T$,WMPID1519,17,26,ad_title,1388,1,Ron Wyden,Learn More About ,""
CR00935807059503349761,Don’t Trust $T$,WMPID2130,12,23,ad_title,1035,-1,Scott Baugh,Don’t Trust ,""
CR00937047308619481089,$T$ for Congress,WMPID1770,0,9,ad_title,7,1,Adam Gray,"", for Congress
CR00979532781514129409,Congressman $T$,WMPID952,12,26,ad_title,1023,1,Salud Carbajal,Congressman ,""
CR01020402384632807425,Re-Elect Lisa Blunt $T$ - Bipartisan Leader,WMPID959,20,29,ad_title,710,1,Lisa Blunt Rochester,Re-Elect Lisa Blunt , - Bipartisan Leader
CR01080855458073280513,$T$ for U.S. Congress,WMPID4570,0,11,ad_title,846,1,Mike France,"", for U.S. Congress
CR01088182259963396097,$T$ for Congress - Donate Today,WMPID560,0,14,ad_title,23,1,Alek Skarlatos,"", for Congress - Donate Today
CR01136687833898024961,$T$ for Congress,WMPID1812,0,10,ad_title,2,1,Aaron Bean,"", for Congress
CR01180056970544021505,$T$ vs. Kiggans,WMPID1267,0,5,ad_title,340,0,Elaine Luria,"", vs. Kiggans
CR01180056970544021505,Luria vs. $T$,WMPID2896,10,17,ad_title,522,0,Jennifer Kiggans,Luria vs. ,""
CR01188609521740677121,$T$ for NY-03,WMPID2781,0,16,ad_title,995,1,Robert Zimmerman,"", for NY-03
CR01224907767827922945,Support $T$ for Senate,WMPID1495,8,17,ad_title,1415,1,Tim Scott,Support , for Senate
CR01239477396407582721,$T$ for Congress - Please Donate Now,WMPID973,0,13,ad_title,327,1,Drew Ferguson,"", for Congress - Please Donate Now
CR01245836353187348481,Extreme $T$,WMPID2949,8,22,ad_title,534,-1,Jeremy Shaffer,Extreme ,""
CR01273986874515390465,$T$,WMPID2076,0,13,ad_title,171,1,Catalina Lauf,"",""
CR01283579288834015233,Congresswoman $T$,WMPID1280,14,25,ad_title,672,-1,Kim Schrier,Congresswoman ,""
CR01344223952175628289,$T$ for U.S. Senate,WMPID1399,0,11,ad_title,1294,1,John Hoeven,"", for U.S. Senate
CR01373920661730230273,$T$ for Congress,WMPID974,0,12,ad_title,432,1,Hank Johnson,"", for Congress
CR01413514900080164865,Radical $T$,WMPID1072,8,18,ad_title,853,-1,Mike Levin,Radical ,""
CR01445968360163508225,$T$’s “Ultimate Goal”: - No Exceptions.,WMPID363,0,7,ad_title,1152,1,Tyler Kistner,"",’s “Ultimate Goal”: - No Exceptions.
CR01451747118401191937,Vote for $T$,WMPID1280,9,20,ad_title,672,1,Kim Schrier,Vote for ,""
CR01455299984067919873,$T$ for U.S. Senate - A People-Powered Movement,WMPID2244,0,14,ad_title,1222,1,Charles Booker,"", for U.S. Senate - A People-Powered Movement
CR01457298827487739905,$T$ for Congress,WMPID322,0,12,ad_title,886,1,Neil Parrott,"", for Congress
CR01488259425658470401,$T$ for AZ,WMPID1302,0,10,ad_title,1337,1,Mark Kelly,"", for AZ
CR01530396559525543937,Stop $T$,WMPID2987,5,16,ad_title,1197,-1,Adam Laxalt,Stop ,""
CR01541242966855647233,$T$ needs you,WMPID1321,0,11,ad_title,1333,1,Marco Rubio,"", needs you
CR01553838765905018881,$T$ for Congress,WMPID822,0,15,ad_title,429,1,Hakeem Jeffries,"", for Congress
CR01658898132731166721,$T$: Taking On Corruption,WMPID1179,0,8,ad_title,54,1,Andy Kim,"",: Taking On Corruption
CR01663772542655004673,$T$,WMPID1305,0,14,ad_title,1347,1,Michael Bennet,"",""
CR01820024964711972865,Reject $T$,WMPID2065,7,21,ad_title,1295,-1,John Karl Fetterman,Reject ,""
CR01832987382169731073,$T$ for Congress,WMPID1184,0,14,ad_title,1192,1,Yvette Herrell,"", for Congress
CR01840024531465404417,Vote for $T$,WMPID3309,9,22,ad_title,413,1,Greg Landsman,Vote for ,""
CR01860935043602448385,$T$ For Congress - Vote Democrat Heather Mizeur,WMPID4259,0,14,ad_title,438,1,Heather Renay Mizeur,"", For Congress - Vote Democrat Heather Mizeur
CR01860935043602448385,Heather Mizeur For Congress - Vote Democrat $T$,WMPID4259,44,58,ad_title,438,1,Heather Renay Mizeur,Heather Mizeur For Congress - Vote Democrat ,""
CR01901447374161575937,$T$'s Vote: Defund Police,WMPID3309,0,8,ad_title,413,-1,Greg Landsman,"",'s Vote: Defund Police
CR01958432038172229633,$T$ for Congress,WMPID551,0,14,ad_title,1066,1,Stephanie Bice,"", for Congress
CR02009948555980046337,Congresswoman $T$,WMPID1003,14,23,ad_title,1086,1,Susie Lee,Congresswoman ,""
CR02012226744072798209,$T$,WMPID1191,0,8,ad_title,798,-1,Max Rose,"",""
CR02021918664193736705,Vote $T$ for Congress,WMPID807,5,15,ad_title,245,1,Dan Kildee,Vote , for Congress
CR02045036171045634049,Elect $T$,WMPID68,6,19,ad_title,208,1,Christy Smith,Elect ,""
CR02110191786998628353,$T$ for Congress - Please Make a Donation Today,WMPID3178,0,12,ad_title,78,1,April Becker,"", for Congress - Please Make a Donation Today
CR02134629876034961409,$T$,WMPID1173,0,12,ad_title,185,-1,Chris Pappas,"",""
CR02222636985745408001,Re-Elect $T$ to CA-49,WMPID1072,9,19,ad_title,853,1,Mike Levin,Re-Elect , to CA-49
CR02313485714538364929,$T$ for NC - Democrat for Senate,WMPID3297,0,13,ad_title,1224,1,Cheri Beasley,"", for NC - Democrat for Senate
CR02350399962015072257,$T$ for AZ,WMPID1302,0,10,ad_title,1337,1,Mark Kelly,"", for AZ
CR02357738377496756225,Know This About $T$? - Mark Kelly & North Korea,WMPID1302,16,26,ad_title,1337,0,Mark Kelly,Know This About ,? - Mark Kelly & North Korea
CR02396730358352576513,$T$ for Colorado,WMPID1305,0,14,ad_title,1347,1,Michael Bennet,"", for Colorado
CR02433723770666483713,$T$ for U.S. Senate - Official 2022 Senate Campaign,WMPID1302,0,10,ad_title,1337,1,Mark Kelly,"", for U.S. Senate - Official 2022 Senate Campaign
CR02458715876124262401,$T$ for Montana - Fighting To Save You Money,WMPID2524,0,13,ad_title,868,1,Monica Tranel,"", for Montana - Fighting To Save You Money
CR02461194931247513601,$T$ for US Senate - Official Website,WMPID4511,0,15,ad_title,1268,1,Herschel Walker,"", for US Senate - Official Website
CR02478253647994028033,$T$: Lowering Costs - Passed Bill to Cap Drug Prices,WMPID1179,0,8,ad_title,54,1,Andy Kim,"",: Lowering Costs - Passed Bill to Cap Drug Prices
CR02506636166275530753,$T$: Wrong for NY,WMPID3687,0,16,ad_title,129,-1,Brandon McDonald Williams,"",: Wrong for NY
CR02557540530984583169,Stop $T$,WMPID2987,5,16,ad_title,1197,-1,Adam Laxalt,Stop ,""
CR02572403729168859137,Gluesenkamp $T$ vs. Kent,WMPID3256,12,17,ad_title,747,0,Marie Gluesenkamp Perez,Gluesenkamp , vs. Kent
CR02572403729168859137,Gluesenkamp Perez vs. $T$,WMPID3363,22,26,ad_title,609,0,Joseph Kent,Gluesenkamp Perez vs. ,""
CR02600484156630630401,$T$ for Senate - Official Levy 4 Senate Website,WMPID4019,0,10,ad_title,1324,1,Leora Levy,"", for Senate - Official Levy 4 Senate Website
CR02600484156630630401,Leora Levy for Senate - Official $T$ 4 Senate Website,WMPID4019,33,37,ad_title,1324,1,Leora Levy,Leora Levy for Senate - Official , 4 Senate Website
CR02634741640417247233,$T$,WMPID1305,0,14,ad_title,1347,1,Michael Bennet,"",""
CR02634990130045124609,$T$: Not On Our Side,WMPID1629,0,10,ad_title,617,-1,Josh Riley,"",: Not On Our Side
CR02680040419969990657,Millionaire $T$ - Cut her PA workforce,WMPID571,12,25,ad_title,711,-1,Lisa Scheller,Millionaire , - Cut her PA workforce
CR02690896448026836993,"Pro-Life, Pro-America - Help Conservative $T$",WMPID1665,42,54,ad_title,805,1,Mayra Nohemi Flores,"Pro-Life, Pro-America - Help Conservative ",""
CR02697846392306532353,US Representative $T$,WMPID853,18,29,ad_title,577,0,John Carter,US Representative ,""
CR02746165667739729921,Chip in today - Keep $T$ in Congress,WMPID1069,21,33,ad_title,647,1,Katie Porter,Chip in today - Keep , in Congress
CR02762457612564824065,$T$,WMPID3907,0,13,ad_title,1208,-1,Blake Masters,"",""
CR02789287139391569921,Evan McMullin For Senate - Donate Now To Replace $T$,WMPID1445,49,57,ad_title,1356,-1,Mike Lee,Evan McMullin For Senate - Donate Now To Replace ,""
CR02843414653717970945,$T$ For Congress - Congressional Candidate Ruiz,WMPID780,0,9,ad_title,951,1,Raul Ruiz,"", For Congress - Congressional Candidate Ruiz
CR02843414653717970945,Raul Ruiz For Congress - Congressional Candidate $T$,WMPID780,49,53,ad_title,951,1,Raul Ruiz,Raul Ruiz For Congress - Congressional Candidate ,""
CR02922411265638793217,Sen. $T$: Stop Inflation,WMPID1330,5,12,ad_title,1377,-1,Raphael Warnock,Sen. ,: Stop Inflation
CR02923377736359608321,$T$ for Senate,WMPID3907,0,13,ad_title,1208,1,Blake Masters,"", for Senate
CR03103579995570700289,$T$ for AZ - Putting Arizona Over Party,WMPID1302,0,10,ad_title,1337,1,Mark Kelly,"", for AZ - Putting Arizona Over Party
CR03166720000551550977,$T$,WMPID1269,0,18,ad_title,5,-1,Abigail Spanberger,"",""
CR03167903556099375105,$T$ for Congress - Chip In $10 or $20 Now,WMPID1006,0,10,ad_title,554,1,Jim Jordan,"", for Congress - Chip In $10 or $20 Now
CR03259871244132024321,Rep. $T$,WMPID983,5,17,ad_title,849,0,Mike Johnson,Rep. ,""
CR03260585857970601985,Support $T$,WMPID4511,8,23,ad_title,1268,1,Herschel Walker,Support ,""
CR03287125594763952129,$T$ for Congress - Join Team Hakeem,WMPID822,0,8,ad_title,429,1,Hakeem Jeffries,"", for Congress - Join Team Hakeem
CR03323375874656436225,$T$ for Senate - Join Team Herschel Today,WMPID4511,0,6,ad_title,1268,1,Herschel Walker,"", for Senate - Join Team Herschel Today
CR03390340049798168577,$T$. Not Our Fighter.,WMPID1147,0,12,ad_title,494,-1,Jared Golden,"",. Not Our Fighter.
CR03401141926907346945,$T$ for CA-47,WMPID2130,0,11,ad_title,1035,1,Scott Baugh,"", for CA-47
CR03402519614976950273,$T$ For Congress,WMPID1281,0,5,ad_title,151,1,Bryan Steil,"", For Congress
CR03497586688849346561,$T$ for Senate - Fight Big Tech,WMPID3907,0,13,ad_title,1208,1,Blake Masters,"", for Senate - Fight Big Tech
CR03501465765872140289,$T$,WMPID1321,0,11,ad_title,1333,1,Marco Rubio,"",""
CR03526402414712193025,$T$,WMPID3907,0,13,ad_title,1208,-1,Blake Masters,"",""
CR03526890529155448833,$T$ for Congress - Flip Nevada and the House Red,WMPID3178,0,12,ad_title,78,1,April Becker,"", for Congress - Flip Nevada and the House Red
CR03527721347629187073,$T$ Needs To Go - Donate To Evan McMullin Now,WMPID1445,0,8,ad_title,1356,-1,Mike Lee,"", Needs To Go - Donate To Evan McMullin Now
CR03534027802728726529,$T$: Lowering Costs,WMPID1179,0,8,ad_title,54,1,Andy Kim,"",: Lowering Costs
CR03538894241193263105,Liberal $T$,WMPID1072,8,18,ad_title,853,-1,Mike Levin,Liberal ,""
CR03552817975411081217,Keep NJ-11 blue - Re-elect $T$,WMPID1182,27,41,ad_title,862,1,Mikie Sherrill,Keep NJ-11 blue - Re-elect ,""
CR03554873993435545601,$T$ for Congress,WMPID1048,0,12,ad_title,416,1,Greg Stanton,"", for Congress
CR03611645352190410753,Vote $T$,WMPID1029,5,16,ad_title,1373,1,Peter Welch,Vote ,""
CR03613166801405345793,U.S. Congressman $T$,WMPID1072,17,27,ad_title,853,1,Mike Levin,U.S. Congressman ,""
CR03660151132283469825,Get Dick Morris - 'The Return' on $T$,WMPID1290,34,39,ad_title,1438,1,Donald Trump,Get Dick Morris - 'The Return' on ,""
CR03682294746711064577,$T$ for Congress,WMPID4125,0,13,ad_title,783,1,Matt Castelli,"", for Congress
CR03755866368260440065,$T$,WMPID1305,0,14,ad_title,1347,1,Michael Bennet,"",""
CR03767566271491604481,$T$ For Congress,WMPID1115,0,11,ad_title,106,1,Bill Foster,"", For Congress
CR03794455927860494337,$T$ for Congress,WMPID859,0,12,ad_title,302,1,Derek Kilmer,"", for Congress
CR03803001332231569409,$T$ for Congress,WMPID1181,0,14,ad_title,1131,1,Tom Malinowski,"", for Congress
CR03806749567370657793,Congresswoman $T$.,WMPID948,14,26,ad_title,319,1,Doris Matsui,Congresswoman ,.
CR03812536297067642881,$T$,WMPID991,0,11,ad_title,61,-1,Angie Craig,"",""
CR03852835528529412097,$T$ for U.S. Senate - Donate Now,WMPID4650,0,14,ad_title,1330,1,Mandela Barnes,"", for U.S. Senate - Donate Now
CR03864570478693711873,$T$ Is Working For You - Pass The Gas Prices Relief Act,WMPID1330,0,7,ad_title,1377,1,Raphael Warnock,"", Is Working For You - Pass The Gas Prices Relief Act
CR03894136277645131777,Vote for $T$,WMPID1478,9,21,ad_title,1215,1,Brian Schatz,Vote for ,""
CR03929560068390912001,$T$ for U.S. Senate,WMPID4545,0,12,ad_title,1257,1,Eric Schmitt,"", for U.S. Senate
CR04106150500624236545,$T$ For Colorado - The GOP Is Targeting CO,WMPID1305,0,14,ad_title,1347,1,Michael Bennet,"", For Colorado - The GOP Is Targeting CO
CR04329896100354850817,$T$ for Congress - Official Campaign Website,WMPID895,0,11,ad_title,1121,1,Tim Walberg,"", for Congress - Official Campaign Website
CR04463435704558419969,Official $T$ Site,WMPID1822,9,23,ad_title,623,1,Juan Ciscomani,Official , Site
CR04540657910870441985,Women against $T$,WMPID1450,14,25,ad_title,1387,-1,Ron Johnson,Women against ,""
CR04627166661110136833,$T$ For Congress,WMPID1147,0,12,ad_title,494,1,Jared Golden,"", For Congress
CR04778822299929280513,Vote Democrat $T$ - Elect Democrat Laura Gillen,WMPID3007,14,26,ad_title,690,1,Laura Gillen,Vote Democrat , - Elect Democrat Laura Gillen
CR04778822299929280513,Vote Democrat Laura Gillen - Elect Democrat $T$,WMPID3007,44,56,ad_title,690,1,Laura Gillen,Vote Democrat Laura Gillen - Elect Democrat ,""
CR04898742734635925505,Who Is $T$?,WMPID4650,7,21,ad_title,1330,0,Mandela Barnes,Who Is ,?
CR04943365864293400577,Vote for $T$,WMPID1178,9,22,ad_title,380,1,Frank Pallone Jr.,Vote for ,""
CR04960604557349486593,$T$,WMPID1302,0,10,ad_title,1337,1,Mark Kelly,"",""
CR04970012597312028673,$T$ for Congress - Please Donate Today,WMPID271,0,9,ad_title,51,1,Andy Barr,"", for Congress - Please Donate Today
CR05001887851718115329,Congresswoman $T$,WMPID96,14,28,ad_title,695,1,Lauren Boebert,Congresswoman ,""
CR05040913779995443201,$T$,WMPID471,0,16,ad_title,47,1,Andrew Garbarino,"",""
CR05061889713074339841,$T$ for Congress 2022 - Chip in to Retire Ilhan Omar,WMPID4126,0,12,ad_title,211,1,Cicely Davis,"", for Congress 2022 - Chip in to Retire Ilhan Omar
CR05061889713074339841,Cicely Davis for Congress 2022 - Chip in to Retire $T$,WMPID1157,51,61,ad_title,452,-1,Ilhan Omar,Cicely Davis for Congress 2022 - Chip in to Retire ,""
CR05128214109887660033,$T$ for Congress,WMPID1069,0,12,ad_title,647,1,Katie Porter,"", for Congress
CR05225122865736581121,We Can't Afford $T$,WMPID4731,16,28,ad_title,1181,-1,Will Rollins,We Can't Afford ,""
CR05227694348556042241,$T$: Putting IL Last,WMPID3606,0,13,ad_title,360,-1,Eric Sorensen,"",: Putting IL Last
CR05321199291283275777,$T$,WMPID1302,0,10,ad_title,1337,1,Mark Kelly,"",""
CR05424437935573303297,$T$ for Congress,WMPID1181,0,14,ad_title,1131,1,Tom Malinowski,"", for Congress
CR05463597935549743105,$T$ for Congress - Nicolee Ambrose for Maryland,WMPID1735,0,15,ad_title,895,1,Nicolee Ambrose,"", for Congress - Nicolee Ambrose for Maryland
CR05533969084909092865,$T$: Fighting for MN,WMPID1158,0,12,ad_title,930,1,Pete Stauber,"",: Fighting for MN
CR05595107428971577345,Clueless $T$,WMPID1069,9,21,ad_title,647,-1,Katie Porter,Clueless ,""
CR05616506124271353857,$T$ & Nancy Pelosi - Wasted Millions,WMPID991,0,11,ad_title,61,-1,Angie Craig,"", & Nancy Pelosi - Wasted Millions
CR05662529550706278401,$T$,WMPID1321,0,11,ad_title,1333,1,Marco Rubio,"",""
CR05707820290080243713,Republican $T$,WMPID650,11,24,ad_title,1004,1,Ronny Jackson,Republican ,""
CR05773459759868936193,$T$,WMPID3388,0,14,ad_title,1190,1,Yuripzy Morgan,"",""
CR05818558909341761537,$T$ for Congress - Colorado's 3rd District,WMPID96,0,14,ad_title,695,1,Lauren Boebert,"", for Congress - Colorado's 3rd District
CR05819016374898393089,$T$ for Congress - Defending Personal Freedom,WMPID1069,0,12,ad_title,647,1,Katie Porter,"", for Congress - Defending Personal Freedom
CR05977350447344648193,Extreme $T$,WMPID1668,8,20,ad_title,402,-1,George Logan,Extreme ,""
CR06015711927001415681,$T$ for U.S. Senate - Endorsed by Jeff Jackson,WMPID3297,0,13,ad_title,1224,1,Cheri Beasley,"", for U.S. Senate - Endorsed by Jeff Jackson
CR06015711927001415681,Cheri Beasley for U.S. Senate - Endorsed by $T$,WMPID2166,44,56,ad_title,513,1,Jeff Jackson,Cheri Beasley for U.S. Senate - Endorsed by ,""
CR06133516282860929025,Costly $T$,WMPID1516,7,29,ad_title,1220,-1,Catherine Cortez Masto,Costly ,""
CR06213352990384848897,$T$ for Congress - Chip in to Support Angie,WMPID991,0,11,ad_title,61,1,Angie Craig,"", for Congress - Chip in to Support Angie
